Reject Rate,RMSE Accepted,RMSE Rejected,Improvement
0.0,2.2249335701566126,,0.0
0.0107095046854083,2.223695845012962,2.33926843030134,-0.055629757231964956
0.020080321285140562,2.2281674346129323,2.067120984688233,0.14534656223880196
0.030789825970548863,2.236578296350608,1.858377841267387,0.523374106543571
0.040160642570281124,2.2517569777066226,1.583854129711377,1.205582400742055
0.050870147255689425,2.2528097763051425,1.7048222501748427,1.2529006044242306
0.060240963855421686,2.2558057371046822,1.74332776576673,1.3875545482419287
0.07095046854082998,2.250456567846321,1.8907267702196784,1.147135268758234
0.08032128514056225,2.2441304474430646,2.005129325226739,0.862806761691346
0.09103078982597054,2.2272476292378873,2.2018270096244703,0.10400576054555204
0.10040160642570281,2.239445137331536,2.094909928269301,0.652224739181841
0.1111111111111111,2.2362694848368427,2.1342462527147723,0.5094945229952265
0.12048192771084337,2.2439027949373216,2.08645822925744,0.852574882915435
0.12985274431057564,2.2346755649490193,2.1596521617538875,0.43785553524283133
0.14056224899598393,2.2368990017766013,2.151773502537254,0.5377882639051734
