Reject Rate,RMSE Accepted,RMSE Rejected,Improvement
0.0,2.2249335701566126,,0.0
0.009370816599732263,2.177912851670956,7.1956952386403215,-2.1133538149791504
0.018741633199464525,2.1263859987001514,7.384602847127074,-4.429236574893535
0.029451137884872823,2.093668692420688,6.550707950090494,-5.899721209504918
0.038821954484605084,2.0879371108179847,5.616776942747461,-6.1573280737988405
0.049531459170013385,2.0772308654009484,5.059228715468007,-6.638522009682631
0.058902275769745646,2.068395474593128,4.725985415182293,-7.035630081866481
0.06961178045515395,2.059005194061337,4.442630135276161,-7.457677762648697
0.07898259705488621,2.0522516363434,4.238580527164924,-7.761217509116813
0.08969210174029452,2.043922508537104,4.062060762712817,-8.135571508625631
0.09906291834002677,2.0527719350206226,3.790673846460956,-7.737832600722169
0.10977242302543508,2.0737271839683364,3.4511804825371457,-6.795995539661565
0.11914323962516733,2.0925131843156746,3.203951703677254,-5.951655708606933
0.12985274431057564,2.0764327973364103,3.2200418416321948,-6.674391308220021
0.1392235609103079,2.0967347632905087,3.0175473472230063,-5.761916157212734
