Reject Rate,RMSE Accepted,RMSE Rejected,Improvement
0.0,0.10249314192017545,,0.0
0.01,0.10065099128211943,0.2848660550877193,-1.7973403913119677
0.02,0.10023089111797351,0.21334343122807017,-2.207221634364416
0.03,0.09939860614668114,0.20254979859649125,-3.019261304238695
0.04,0.09805421066611844,0.2090274920175439,-4.330954414017447
0.05,0.09730015889381348,0.20115981942105265,-5.0666639046019375
0.06,0.09555334656121686,0.21121660254385966,-6.770985091240049
0.07,0.09509707418411621,0.20075518469924813,-7.2161586594930425
0.08,0.09362484070938214,0.20447860584429828,-8.652580108921036
0.09,0.09290665667052246,0.19942315944444444,-9.353294347361514
0.1,0.09160568838011697,0.20048022378070174,-10.622616631791747
0.11,0.0902154869150404,0.20183053241626794,-11.979001497190152
0.12,0.08907379934609251,0.20090165413011696,-13.092917557873577
0.13,0.08793145400887277,0.19994443794197034,-14.20747538663975
0.14,0.08656624734088127,0.20032978005012533,-15.539473452475965
