Reject Rate,RMSE Accepted,RMSE Rejected,Improvement
0.0,0.10249314192017545,,0.0
0.01,0.10190441733652313,0.1607768757017544,-0.5744038797354925
0.02,0.10088646376655926,0.1812203714473684,-1.5675957664245364
0.03,0.10028238083468981,0.17397441701754388,-2.1569844031197856
0.04,0.09959287147843568,0.1720996325219298,-2.8297214695579846
0.05,0.09792555809141273,0.18927723466666668,-4.456477519559356
0.06,0.09679885806830907,0.19170358893274855,-5.555770605901827
0.07,0.09612742082908886,0.18706629355889723,-6.210875158890499
0.08,0.09716940950896262,0.16371606464912278,-5.194232815459079
0.09,0.09823443273182958,0.1455534237134503,-4.155116243448409
0.1,0.09932330329629631,0.13102168953508772,-3.0927324155482228
0.11,0.1004366034673763,0.11913240758373207,-2.006513230320137
0.12,0.10157502052332537,0.10922603216374267,-0.8957881275267237
0.13,0.10273948305404317,0.10084455125506073,0.24034889481640134
0.14,0.10393094459506323,0.0936609254887218,1.4028281775258837
