Reject Rate,RMSE Accepted,RMSE Rejected,Improvement
0.0,0.10249314192017545,,0.0
0.01,0.10229716478468899,0.12189487833333335,-0.19120999884956974
0.02,0.1027089659112066,0.09191776635964913,0.2105740803606545
0.03,0.10310585259721468,0.0826821633625731,0.5978065122800402
0.04,0.10286584773665934,0.09354820232456139,0.36363976115998975
0.05,0.10301739949307481,0.09253224803508772,0.5115050266560016
0.06,0.10277982407334826,0.09800178818713452,0.2797086203056339
0.07,0.10275460625353708,0.09901940149122807,0.25510422303696056
0.08,0.10267659138253243,0.10038347310307016,0.1789870609097571
0.09,0.10187113617408906,0.1087823111306043,-0.6068754791133417
0.1,0.10175541116666668,0.10913271870175438,-0.7197854799722373
0.11,0.10199440131973189,0.10652840677830938,-0.48660875361981465
0.12,0.1015633855273126,0.10931135546783624,-0.907140102688006
0.13,0.10121243288465416,0.11106404085020244,-1.2495558351784528
0.14,0.10070541993982048,0.1134748626566416,-1.7442357087143434
