Reject Rate,RMSE Accepted,RMSE Rejected,Improvement
0.0,0.10249314192017545,,0.0
0.01,0.10174909325979091,0.17615395929824557,-0.7259497039948506
0.02,0.10057684671858214,0.1963916067982456,-1.8696813910590964
0.03,0.0985935193090975,0.22858093967836257,-3.804764434009721
0.04,0.09677047645010967,0.23983711320175438,-5.583461842278924
0.05,0.09524359145429362,0.24023460077192982,-7.0732054165419
0.06,0.09429144726390444,0.23098635820175437,-8.00218873440207
0.07,0.09349653670156574,0.22201946839598996,-8.777763126450465
0.08,0.09163637480549199,0.2273459637390351,-10.592676652589123
0.09,0.09143853636687875,0.21426748695906436,-10.785702678435143
0.1,0.08935195182066277,0.22076385281578947,-12.82153113205116
0.11,0.08790537027498521,0.2205214761403509,-14.232924634656632
0.12,0.08621851616826155,0.22184039743421052,-15.878746077068289
0.13,0.08473315629058277,0.2213484303643725,-17.32797463017053
0.14,0.08286908969808242,0.22304089128446117,-19.146697871138336
