Reject Rate,RMSE Accepted,RMSE Rejected,Improvement
0.0,0.10249314192017545,,0.0
0.009912280701754386,0.10237807010277314,0.11398708530973453,-0.11227269966211793
0.02,0.10241312904045828,0.1064137730263158,-0.07806656935103114
0.030087719298245615,0.10248740637424254,0.10267803384839652,-0.005596028988329603
0.039912280701754385,0.10203257871722247,0.11357196446153846,-0.4493600199237434
0.05,0.10175850328070175,0.11645127607017546,-0.7167685814977254
0.06,0.10178116888484508,0.11364738614035087,-0.6946543173443478
0.07008771929824562,0.10121338234789172,0.11947278050062576,-1.248629467599343
0.07991228070175438,0.10092535277147488,0.12054422905598243,-1.5296527351279798
0.09008771929824562,0.09997115345319584,0.1279659621421616,-2.4606411899674288
0.09991228070175438,0.09993499689796317,0.125538906690079,-2.4959182383194256
0.11008771929824561,0.09975871339674716,0.12459734699601593,-2.6679136498302825
0.12017543859649123,0.09950580014656034,0.12436397256934305,-2.9146747944772082
0.13,0.09954252411272435,0.12223958417004048,-2.878844137443966
0.14008771929824562,0.09975795579312456,0.11928276596743895,-2.668652824772534
