Reject Rate,RMSE Accepted,RMSE Rejected,Improvement
0.0,0.10249314192017545,,0.0
0.006929824561403509,0.10184548738274003,0.1953044965822785,-0.6319003645530008
0.015789473684210527,0.10195682266934049,0.13592370855555555,-0.5232733047179469
0.023596491228070175,0.10223301732458899,0.11325688494423793,-0.25379707433405446
0.03394736842105263,0.10211972675292838,0.11311955338501294,-0.36433185699184795
0.04298245614035088,0.10216307129422549,0.10984226544897961,-0.32204167007293877
0.053421052631578946,0.10200644409507925,0.11111704377668309,-0.4748589183413344
0.06184210526315789,0.1022635290004675,0.10597641876595744,-0.2240275938528335
0.07035087719298246,0.10162639194659372,0.11394677810473816,-0.8456663122463145
0.07973684210526316,0.10144155387284338,0.11462978680968096,-1.0260082066281737
0.08798245614035087,0.10175320262864289,0.11016328031904288,-0.7219402953895614
0.09587719298245614,0.10173106267488115,0.1096795561756633,-0.7435416955876194
0.10543859649122807,0.10156419594626398,0.11037449886023294,-0.9063493971479137
0.11456140350877193,0.10156712420447789,0.10965028037519142,-0.9034923687077198
0.1256140350877193,0.10109789726926166,0.11220529183659218,-1.3613053759249971
